,inventory_id,film_id,rental_duration,rental_rate,length,replacement_cost,rating,category,store_id,rental_id,rental_date,customer_id,amount,active,date,time,month,day
4573,3195,702,4,2.99,89,12.99,1.0,0.0,1,13885,0.0,537,4.99,1,0.0,0.0,8,26
4574,934,207,7,4.99,121,26.99,0.0,0.0,1,14010,0.0,537,4.99,1,0.0,0.0,8,26
4575,4493,981,7,0.99,55,13.99,0.0,0.0,2,14506,0.0,537,0.99,1,0.0,0.0,8,24
4576,4324,942,7,0.99,174,27.99,0.0,0.0,1,14670,0.0,537,0.99,1,0.0,0.0,8,27
4577,3059,672,7,2.99,82,17.99,0.0,0.0,2,15149,0.0,537,2.99,1,0.0,0.0,8,25
4578,1468,321,3,4.99,123,21.99,0.0,0.0,1,15832,0.0,537,8.99,1,0.0,0.0,8,30
4579,3958,863,5,0.99,141,9.99,0.0,0.0,1,10701,0.0,538,3.99,1,0.0,0.0,8,9
4580,2810,617,4,0.99,50,24.99,0.0,0.0,1,10732,0.0,538,5.99,1,0.0,0.0,8,10
4581,1953,426,7,4.99,185,15.99,0.0,0.0,2,10962,0.0,538,4.99,1,0.0,0.0,8,7
4582,651,141,6,4.99,185,11.99,0.0,0.0,1,12089,0.0,538,5.99,1,0.0,0.0,8,24
4583,58,11,6,0.99,126,16.99,1.0,0.0,2,13544,0.0,538,1.99,1,0.0,0.0,8,27
4584,998,222,4,4.99,64,27.99,0.0,0.0,2,13770,0.0,538,4.99,1,0.0,0.0,8,22
4585,1397,306,3,0.99,104,12.99,0.0,0.0,1,14572,0.0,538,2.99,1,0.0,0.0,8,26
4586,3410,747,5,0.99,171,9.99,0.0,0.0,2,14591,0.0,538,0.99,1,0.0,0.0,8,24
4587,2589,568,4,4.99,77,11.99,0.0,0.0,2,15343,0.0,538,6.99,1,0.0,0.0,8,28
4588,4522,987,3,2.99,116,13.99,0.0,0.0,1,10922,0.0,539,3.99,1,0.0,0.0,8,6
4589,2833,621,5,2.99,75,23.99,0.0,0.0,2,12848,0.0,539,2.99,1,0.0,0.0,8,24
4590,1864,406,5,0.99,181,22.99,0.0,0.0,2,13615,0.0,539,2.99,1,0.0,0.0,8,27
4591,2385,521,7,4.99,147,28.99,0.0,0.0,1,13778,0.0,539,5.99,1,0.0,0.0,8,28
4592,4507,984,3,2.99,126,20.99,0.0,0.0,1,15356,0.0,539,2.99,1,0.0,0.0,8,25
4593,589,129,3,2.99,179,16.99,0.0,0.0,1,10924,0.0,540,8.99,1,0.0,0.0,8,11
4594,2908,638,7,2.99,156,23.99,1.0,0.0,2,11198,0.0,540,3.99,1,0.0,0.0,8,10
4595,2900,637,7,4.99,131,16.99,0.0,0.0,2,11324,0.0,540,4.99,1,0.0,0.0,8,8
4596,959,214,3,4.99,59,13.99,0.0,0.0,2,11432,0.0,540,6.99,1,0.0,0.0,8,7
4597,2438,532,5,4.99,80,28.99,0.0,0.0,2,12058,0.0,540,8.99,1,0.0,0.0,8,26
4598,3676,804,7,4.99,129,13.99,0.0,0.0,2,12201,0.0,540,4.99,1,0.0,0.0,8,23
4599,3213,706,5,4.99,163,22.99,0.0,0.0,2,12300,0.0,540,6.99,1,0.0,0.0,8,25
4600,1266,281,6,0.99,143,9.99,1.0,0.0,1,14910,0.0,540,0.99,1,0.0,0.0,8,25
4601,4552,993,6,2.99,178,10.99,0.0,0.0,2,15079,0.0,540,2.99,1,0.0,0.0,8,24
4602,3727,815,4,2.99,74,14.99,0.0,0.0,1,15953,0.0,540,3.99,1,0.0,0.0,8,28
4603,2819,619,3,0.99,161,20.99,0.0,0.0,2,10306,0.0,541,5.99,1,0.0,0.0,8,9
4604,3383,743,7,0.99,60,27.99,0.0,0.0,1,11273,0.0,541,0.99,1,0.0,0.0,8,7
4605,3853,843,4,4.99,143,15.99,0.0,0.0,2,12306,0.0,541,4.99,1,0.0,0.0,8,21
4606,2020,439,4,4.99,151,28.99,0.0,0.0,1,12395,0.0,541,4.99,1,0.0,0.0,8,21
4607,4581,1000,3,4.99,50,18.99,0.0,0.0,2,12894,0.0,541,7.99,1,0.0,0.0,8,25
4608,3296,725,6,4.99,167,25.99,0.0,0.0,2,13239,0.0,541,4.99,1,0.0,0.0,8,23
4609,3427,751,6,0.99,181,17.99,0.0,0.0,2,13640,0.0,541,0.99,1,0.0,0.0,8,21
4610,408,90,3,0.99,63,11.99,0.0,0.0,2,14938,0.0,541,6.99,1,0.0,0.0,8,31
4611,417,91,5,0.99,98,17.99,0.0,0.0,2,15071,0.0,541,4.99,1,0.0,0.0,8,31
4612,227,51,5,2.99,75,10.99,0.0,0.0,1,15141,0.0,541,3.99,1,0.0,0.0,8,28
4613,2263,489,4,0.99,54,14.99,0.0,0.0,1,15223,0.0,541,1.99,1,0.0,0.0,8,27
4614,3,1,6,0.99,86,20.99,0.0,0.0,1,15421,0.0,541,0.99,1,0.0,0.0,8,25
4615,1114,247,3,0.99,47,19.99,1.0,0.0,1,15924,0.0,541,1.99,1,0.0,0.0,8,27
4616,1457,319,4,2.99,125,22.99,0.0,0.0,2,10280,0.0,542,4.99,1,0.0,0.0,8,7
4617,133,26,3,0.99,86,15.99,1.0,0.0,2,11583,0.0,542,0.99,1,0.0,0.0,8,20
4618,1196,266,4,0.99,141,27.99,0.0,0.0,2,11903,0.0,542,2.99,1,0.0,0.0,8,23
4619,1117,247,3,0.99,47,19.99,1.0,0.0,2,12819,0.0,542,0.99,1,0.0,0.0,8,22
4620,285,64,6,0.99,151,26.99,0.0,0.0,2,13447,0.0,542,0.99,1,0.0,0.0,8,25
4621,2333,506,4,4.99,67,14.99,0.0,0.0,2,14982,0.0,542,9.99,1,0.0,0.0,8,31
4622,2403,525,4,0.99,140,29.99,0.0,0.0,1,10257,0.0,543,0.99,1,0.0,0.0,8,4
4623,4396,961,7,4.99,161,22.99,0.0,0.0,1,10520,0.0,543,4.99,1,0.0,0.0,8,6
4624,3657,798,4,4.99,74,11.99,0.0,0.0,2,11241,0.0,543,9.99,1,0.0,0.0,8,11
4625,1260,280,7,0.99,177,26.99,1.0,0.0,1,11681,0.0,543,2.99,1,0.0,0.0,8,26
4626,1944,423,7,0.99,69,29.99,0.0,0.0,2,13187,0.0,543,0.99,1,0.0,0.0,8,20
4627,3992,870,4,0.99,123,12.99,0.0,0.0,1,15281,0.0,543,1.99,1,0.0,0.0,8,27
4628,1758,382,3,0.99,137,21.99,0.0,0.0,1,15785,0.0,543,1.99,1,0.0,0.0,8,27
4629,4061,885,7,0.99,179,22.99,0.0,0.0,1,10735,0.0,544,0.99,1,0.0,0.0,8,2
4630,1799,391,6,2.99,146,25.99,0.0,0.0,1,11401,0.0,544,3.99,1,0.0,0.0,8,9
4631,2999,657,5,2.99,48,12.99,0.0,0.0,2,11766,0.0,544,2.99,1,0.0,0.0,8,21
4632,1715,374,3,0.99,117,29.99,0.0,0.0,1,12640,0.0,544,3.99,1,0.0,0.0,8,24
4633,1479,323,7,4.99,179,22.99,0.0,0.0,2,14142,0.0,544,4.99,1,0.0,0.0,8,23
4634,3971,865,3,4.99,135,19.99,0.0,0.0,1,14498,0.0,544,4.99,1,0.0,0.0,8,23
4635,4037,879,3,4.99,148,20.99,0.0,0.0,2,14651,0.0,544,8.99,1,0.0,0.0,8,28
4636,1239,274,4,2.99,67,20.99,0.0,0.0,1,14981,0.0,544,2.99,1,0.0,0.0,8,26
4637,3313,729,5,2.99,177,28.99,0.0,0.0,2,15219,0.0,544,6.99,1,0.0,0.0,8,31
4638,3152,692,3,2.99,179,10.99,1.0,0.0,2,15605,0.0,544,4.99,1,0.0,0.0,8,28
4639,3268,720,3,2.99,179,20.99,0.0,0.0,1,10931,0.0,545,2.99,1,0.0,0.0,8,4
4640,626,136,7,2.99,146,26.99,0.0,0.0,1,11760,0.0,545,2.99,1,0.0,0.0,8,24
4641,534,117,6,4.99,135,15.99,0.0,0.0,1,12098,0.0,545,4.99,1,0.0,0.0,8,20
4642,4191,912,3,2.99,52,9.99,0.0,0.0,1,12349,0.0,545,2.99,1,0.0,0.0,8,19
4644,257,57,4,2.99,90,18.99,0.0,0.0,2,12800,0.0,545,2.99,1,0.0,0.0,8,22
4645,673,147,5,0.99,101,16.99,0.0,0.0,1,13595,0.0,545,4.99,1,0.0,0.0,8,29
4646,1177,262,5,0.99,119,17.99,0.0,0.0,2,15585,0.0,545,0.99,1,0.0,0.0,8,24
4647,1229,272,5,4.99,153,9.99,0.0,0.0,1,15998,0.0,545,4.99,1,0.0,0.0,8,27
4648,4358,949,6,0.99,157,27.99,0.0,0.0,2,10370,0.0,546,0.99,1,0.0,0.0,8,5
4649,2760,606,3,0.99,160,15.99,0.0,0.0,1,11352,0.0,546,5.99,1,0.0,0.0,8,10
4650,1142,253,5,4.99,61,18.99,0.0,1.0,1,11797,0.0,546,4.99,1,0.0,0.0,8,18
4651,723,158,6,2.99,124,16.99,0.0,0.0,2,12591,0.0,546,2.99,1,0.0,0.0,8,24
4652,3030,665,4,2.99,175,22.99,0.0,0.0,1,13850,0.0,546,5.99,1,0.0,0.0,8,27
4653,1131,251,6,4.99,133,19.99,0.0,0.0,1,14797,0.0,546,4.99,1,0.0,0.0,8,23
4654,3606,788,5,2.99,104,15.99,0.0,0.0,2,14829,0.0,546,2.99,1,0.0,0.0,8,23
4655,4195,913,3,0.99,115,20.99,0.0,0.0,1,14929,0.0,546,3.99,1,0.0,0.0,8,28
4656,71,15,5,2.99,46,10.99,0.0,0.0,1,15565,0.0,546,4.99,1,0.0,0.0,8,30
4657,2696,592,6,2.99,107,28.99,0.0,0.0,1,10903,0.0,547,2.99,1,0.0,0.0,8,6
4658,150,31,5,4.99,92,16.99,0.0,0.0,2,10980,0.0,547,4.99,1,0.0,0.0,8,4
4659,1333,294,5,4.99,138,26.99,0.0,0.0,2,11170,0.0,547,5.99,1,0.0,0.0,8,8
4660,1124,249,7,0.99,176,26.99,1.0,0.0,2,11361,0.0,547,0.99,1,0.0,0.0,8,3
4661,3021,663,7,0.99,99,29.99,0.0,0.0,2,12579,0.0,547,0.99,1,0.0,0.0,8,20
4662,3930,857,3,2.99,144,24.99,0.0,0.0,1,12943,0.0,547,2.99,1,0.0,0.0,8,22
4663,2242,484,3,2.99,172,13.99,0.0,0.0,2,13307,0.0,547,2.99,1,0.0,0.0,8,22
4664,1868,408,4,4.99,69,28.99,0.0,0.0,1,14510,0.0,547,9.99,1,0.0,0.0,8,30
4665,2957,648,7,4.99,148,17.99,0.0,0.0,2,14884,0.0,547,4.99,1,0.0,0.0,8,23
4666,885,196,7,0.99,69,29.99,1.0,0.0,1,10318,0.0,548,0.99,1,0.0,0.0,8,4
4667,778,170,5,4.99,120,28.99,0.0,0.0,1,12860,0.0,548,5.99,1,0.0,0.0,8,25
4668,676,147,5,0.99,101,16.99,0.0,0.0,2,13691,0.0,548,3.99,1,0.0,0.0,8,28
4669,1330,294,5,4.99,138,26.99,0.0,0.0,1,13730,0.0,548,7.99,1,0.0,0.0,8,28
4670,4492,981,7,0.99,55,13.99,0.0,0.0,1,14188,0.0,548,0.99,1,0.0,0.0,8,22
4671,2755,604,4,0.99,160,10.99,1.0,0.0,2,14723,0.0,548,6.99,1,0.0,0.0,8,31
4672,1047,233,3,0.99,141,17.99,0.0,0.0,2,10281,0.0,549,0.99,1,0.0,0.0,8,2
4673,4128,897,3,4.99,179,27.99,1.0,0.0,1,11737,0.0,549,4.99,1,0.0,0.0,8,19
4674,255,57,4,2.99,90,18.99,0.0,0.0,1,11878,0.0,549,2.99,1,0.0,0.0,8,21
4675,1037,232,7,2.99,147,29.99,0.0,0.0,1,12634,0.0,549,2.99,1,0.0,0.0,8,19
4676,4075,888,5,4.99,53,9.99,0.0,0.0,1,12747,0.0,549,4.99,1,0.0,0.0,8,22
4677,2085,452,4,0.99,122,15.99,0.0,0.0,2,14434,0.0,549,0.99,1,0.0,0.0,8,24
4678,3577,782,6,2.99,60,26.99,0.0,0.0,2,11246,0.0,550,2.99,1,0.0,0.0,8,3
4679,3362,738,3,0.99,178,27.99,0.0,0.0,1,11320,0.0,550,0.99,1,0.0,0.0,8,5
4680,668,145,5,4.99,124,25.99,1.0,0.0,2,11969,0.0,550,4.99,1,0.0,0.0,8,19
4681,1141,252,6,2.99,135,18.99,0.0,1.0,2,12063,0.0,550,2.99,1,0.0,0.0,8,23
4682,3589,785,6,4.99,80,20.99,0.0,0.0,1,12077,0.0,550,4.99,1,0.0,0.0,8,22
4684,2471,541,5,2.99,74,21.99,0.0,0.0,2,14071,0.0,550,2.99,1,0.0,0.0,8,22
4685,4532,989,4,4.99,74,22.99,0.0,0.0,1,14127,0.0,550,4.99,1,0.0,0.0,8,22
4686,2507,551,3,4.99,138,9.99,0.0,0.0,1,14375,0.0,550,6.99,1,0.0,0.0,8,26
4687,306,69,3,2.99,85,21.99,0.0,0.0,1,14687,0.0,550,4.99,1,0.0,0.0,8,26
4688,3251,715,3,4.99,147,25.99,0.0,0.0,2,15431,0.0,550,9.99,1,0.0,0.0,8,31
4689,2792,613,5,0.99,92,19.99,0.0,0.0,1,15883,0.0,550,0.99,1,0.0,0.0,8,24
4690,1031,231,7,2.99,63,27.99,0.0,0.0,1,15977,0.0,550,4.99,1,0.0,0.0,9,1
4691,1046,233,3,0.99,141,17.99,0.0,0.0,2,11380,0.0,551,0.99,1,0.0,0.0,8,3
4692,221,49,6,2.99,162,22.99,0.0,0.0,2,11883,0.0,551,2.99,1,0.0,0.0,8,19
4693,2039,444,3,4.99,83,22.99,0.0,0.0,1,12208,0.0,551,4.99,1,0.0,0.0,8,20
4694,4054,882,4,0.99,99,24.99,0.0,0.0,1,12868,0.0,551,0.99,1,0.0,0.0,8,20
4695,3535,773,6,2.99,112,28.99,0.0,0.0,2,13439,0.0,551,3.99,1,0.0,0.0,8,26
4696,2495,547,3,0.99,117,19.99,0.0,0.0,2,14420,0.0,551,0.99,1,0.0,0.0,8,24
4697,1206,268,6,4.99,96,27.99,0.0,0.0,2,14609,0.0,551,4.99,1,0.0,0.0,8,25
4698,2137,462,5,2.99,78,17.99,0.0,0.0,2,14633,0.0,551,2.99,1,0.0,0.0,8,25
4699,1960,428,6,2.99,141,21.99,0.0,0.0,1,14833,0.0,551,2.99,1,0.0,0.0,8,28
4700,3405,746,3,0.99,118,10.99,0.0,0.0,2,15377,0.0,551,4.99,1,0.0,0.0,8,29
4701,462,101,3,0.99,73,26.99,0.0,0.0,2,15390,0.0,551,6.99,1,0.0,0.0,8,31
4702,2488,545,4,0.99,178,14.99,0.0,0.0,2,11146,0.0,552,1.99,1,0.0,0.0,8,7
4703,4321,941,4,4.99,145,10.99,0.0,0.0,2,11205,0.0,552,4.99,1,0.0,0.0,8,5
4704,3032,665,4,2.99,175,22.99,0.0,0.0,2,11300,0.0,552,7.99,1,0.0,0.0,8,11
4705,1776,385,6,4.99,139,26.99,0.0,0.0,2,12433,0.0,552,4.99,1,0.0,0.0,8,19
4706,3386,743,7,0.99,60,27.99,0.0,0.0,2,12880,0.0,552,2.99,1,0.0,0.0,8,28
4707,2383,520,7,2.99,91,28.99,0.0,0.0,1,13574,0.0,552,2.99,1,0.0,0.0,8,21
4708,933,206,6,0.99,144,25.99,1.0,0.0,2,13693,0.0,552,0.99,1,0.0,0.0,8,24
4709,3559,778,3,4.99,109,24.99,1.0,0.0,1,14724,0.0,552,4.99,1,0.0,0.0,8,23
4710,2935,645,7,2.99,118,18.99,0.0,0.0,1,15700,0.0,552,2.99,1,0.0,0.0,8,24
4711,613,133,7,4.99,117,14.99,0.0,0.0,1,11710,0.0,553,4.99,1,0.0,0.0,8,19
4712,1687,367,6,0.99,153,20.99,0.0,0.0,2,13972,0.0,553,2.99,1,0.0,0.0,8,28
4713,3796,831,5,0.99,138,20.99,0.0,0.0,1,15042,0.0,553,4.99,1,0.0,0.0,8,31
4714,1914,416,6,0.99,110,10.99,0.0,0.0,2,15506,0.0,553,0.99,1,0.0,0.0,8,28
4715,287,65,3,4.99,100,20.99,0.0,0.0,2,10612,0.0,554,6.99,1,0.0,0.0,8,6
4716,168,37,3,2.99,121,28.99,0.0,0.0,1,10829,0.0,554,7.99,1,0.0,0.0,8,9
4717,3480,763,3,4.99,75,26.99,1.0,0.0,1,11589,0.0,554,9.99,1,0.0,0.0,8,25
4718,4021,875,6,0.99,173,9.99,0.0,0.0,2,11873,0.0,554,0.99,1,0.0,0.0,8,18
4719,1076,239,5,4.99,122,16.99,1.0,0.0,2,12010,0.0,554,8.99,1,0.0,0.0,8,26
4720,1778,387,7,0.99,100,27.99,1.0,0.0,1,12014,0.0,554,0.99,1,0.0,0.0,8,23
4721,2099,455,7,4.99,103,11.99,0.0,0.0,1,13139,0.0,554,4.99,1,0.0,0.0,8,24
4722,3145,690,7,2.99,185,25.99,0.0,0.0,2,14015,0.0,554,2.99,1,0.0,0.0,8,26
4724,1957,427,5,0.99,103,19.99,0.0,0.0,1,14469,0.0,554,0.99,1,0.0,0.0,8,24
4725,1038,232,7,2.99,147,29.99,0.0,0.0,1,14626,0.0,554,2.99,1,0.0,0.0,8,25
4726,2102,456,6,4.99,167,18.99,0.0,0.0,2,15690,0.0,554,4.99,1,0.0,0.0,8,29
4727,1820,395,4,0.99,108,28.99,0.0,1.0,2,10921,0.0,555,3.99,1,0.0,0.0,8,9
4728,468,103,7,4.99,133,27.99,0.0,0.0,1,11168,0.0,555,4.99,1,0.0,0.0,8,4
4729,3673,804,7,4.99,129,13.99,0.0,0.0,1,11718,0.0,555,4.99,1,0.0,0.0,8,23
4730,1041,232,7,2.99,147,29.99,0.0,0.0,2,11747,0.0,555,2.99,1,0.0,0.0,8,19
4731,2161,467,6,0.99,181,10.99,1.0,0.0,1,12091,0.0,555,4.99,1,0.0,0.0,8,27
4732,3781,828,7,2.99,79,12.99,1.0,0.0,2,12150,0.0,555,2.99,1,0.0,0.0,8,20
4733,296,67,5,2.99,77,24.99,0.0,1.0,2,12182,0.0,555,2.99,1,0.0,0.0,8,21
4734,4016,875,6,0.99,173,9.99,0.0,0.0,1,12388,0.0,555,2.99,1,0.0,0.0,8,26
4735,964,215,4,4.99,57,27.99,0.0,0.0,1,12883,0.0,555,4.99,1,0.0,0.0,8,23
4736,2317,503,3,2.99,171,24.99,0.0,0.0,1,15102,0.0,555,6.99,1,0.0,0.0,8,29
4737,4444,971,4,4.99,109,11.99,0.0,0.0,1,10518,0.0,556,6.99,1,0.0,0.0,8,7
4738,3363,738,3,0.99,178,27.99,0.0,0.0,1,11466,0.0,556,1.99,1,0.0,0.0,8,6
4739,1040,232,7,2.99,147,29.99,0.0,0.0,2,11804,0.0,556,3.99,1,0.0,0.0,8,25
4740,469,103,7,4.99,133,27.99,0.0,0.0,2,12045,0.0,556,4.99,1,0.0,0.0,8,20
4741,4420,966,3,0.99,70,14.99,0.0,0.0,2,14176,0.0,556,2.99,1,0.0,0.0,8,26
4742,988,220,7,2.99,106,13.99,0.0,0.0,1,15568,0.0,556,2.99,1,0.0,0.0,8,27
4743,3127,687,6,0.99,138,15.99,0.0,0.0,2,11181,0.0,557,0.99,1,0.0,0.0,8,7
4744,4434,970,7,0.99,52,11.99,0.0,0.0,1,12555,0.0,557,1.99,1,0.0,0.0,8,26
4745,2412,526,7,2.99,120,10.99,0.0,0.0,2,12789,0.0,557,2.99,1,0.0,0.0,8,25
4746,3785,829,7,2.99,138,12.99,0.0,0.0,1,13540,0.0,557,2.99,1,0.0,0.0,8,27
4747,2148,464,3,2.99,107,13.99,0.0,0.0,2,13794,0.0,557,2.99,1,0.0,0.0,8,23
4748,4124,896,3,0.99,157,10.99,0.0,0.0,2,15236,0.0,557,0.99,1,0.0,0.0,8,24
4749,4014,873,3,0.99,108,13.99,1.0,0.0,2,15570,0.0,557,5.99,1,0.0,0.0,8,31
4750,747,163,4,0.99,139,29.99,0.0,0.0,2,15914,0.0,557,0.99,1,0.0,0.0,8,24
4751,1165,258,6,0.99,96,11.99,0.0,0.0,2,10707,0.0,558,0.99,0,0.0,0.0,8,6
4752,3275,722,5,0.99,123,26.99,0.0,0.0,1,11268,0.0,558,0.99,0,0.0,0.0,8,4
4753,567,123,6,4.99,85,22.99,1.0,0.0,1,11567,0.0,558,5.99,0,0.0,0.0,8,24
4754,1288,285,3,0.99,51,18.99,0.0,0.0,1,12040,0.0,558,6.99,0,0.0,0.0,8,26
4755,292,66,6,0.99,53,27.99,0.0,0.0,1,12194,0.0,558,1.99,0,0.0,0.0,8,25
4756,4397,961,7,4.99,161,22.99,0.0,0.0,1,13566,0.0,558,5.99,0,0.0,0.0,8,28
4757,125,25,3,2.99,74,15.99,1.0,0.0,1,14235,0.0,558,7.99,0,0.0,0.0,8,29
4758,2377,518,5,4.99,140,15.99,0.0,0.0,2,14286,0.0,558,5.99,0,0.0,0.0,8,27
4759,2401,524,6,0.99,50,13.99,0.0,0.0,2,10377,0.0,559,3.99,1,0.0,0.0,8,10
4760,2121,460,3,4.99,178,26.99,0.0,0.0,1,10669,0.0,559,8.99,1,0.0,0.0,8,8
4761,2161,467,6,0.99,181,10.99,1.0,0.0,1,10876,0.0,559,0.99,1,0.0,0.0,8,5
4762,1315,291,5,0.99,174,10.99,0.0,0.0,1,11136,0.0,559,1.99,1,0.0,0.0,8,8
4763,976,218,7,0.99,122,22.99,0.0,0.0,1,13234,0.0,559,1.99,1,0.0,0.0,8,27
4764,2864,628,5,2.99,172,24.99,0.0,0.0,1,13248,0.0,559,6.99,1,0.0,0.0,8,28
4765,2149,464,3,2.99,107,13.99,0.0,0.0,2,13322,0.0,559,4.99,1,0.0,0.0,8,24
4766,3993,870,4,0.99,123,12.99,0.0,0.0,1,13845,0.0,559,5.99,1,0.0,0.0,8,29
4767,2749,603,6,4.99,53,27.99,0.0,0.0,1,14342,0.0,559,4.99,1,0.0,0.0,8,23
4768,2702,593,6,0.99,158,13.99,1.0,0.0,2,14622,0.0,559,4.99,1,0.0,0.0,8,31
4769,2254,487,6,4.99,124,29.99,0.0,0.0,2,15440,0.0,559,4.99,1,0.0,0.0,8,24
4770,2307,501,3,4.99,141,9.99,0.0,1.0,2,15877,0.0,559,4.99,1,0.0,0.0,8,26
4771,553,120,3,4.99,92,16.99,0.0,0.0,1,10480,0.0,560,4.99,1,0.0,0.0,8,3
4772,2802,615,6,2.99,180,21.99,0.0,0.0,2,10702,0.0,560,4.99,1,0.0,0.0,8,9
4773,3980,867,5,4.99,58,10.99,0.0,0.0,1,10733,0.0,560,7.99,1,0.0,0.0,8,9
4774,1504,329,4,2.99,63,15.99,0.0,1.0,2,11334,0.0,560,7.99,1,0.0,0.0,8,11
4775,1310,289,5,4.99,66,25.99,1.0,0.0,1,11788,0.0,560,4.99,1,0.0,0.0,8,22
4776,2427,530,5,2.99,108,27.99,0.0,1.0,1,14008,0.0,560,5.99,1,0.0,0.0,8,28
4777,4498,982,4,0.99,126,23.99,0.0,1.0,1,14341,0.0,560,1.99,1,0.0,0.0,8,26
4778,2579,565,6,4.99,56,9.99,0.0,0.0,1,14363,0.0,560,4.99,1,0.0,0.0,8,23
4779,3473,761,7,2.99,154,23.99,0.0,0.0,2,14436,0.0,560,2.99,1,0.0,0.0,8,25
4780,1981,432,4,2.99,139,22.99,0.0,0.0,1,14785,0.0,560,2.99,1,0.0,0.0,8,25
4781,16,4,5,2.99,117,26.99,1.0,0.0,1,15352,0.0,560,6.99,1,0.0,0.0,8,31
4782,110,22,6,2.99,85,10.99,1.0,0.0,1,10317,0.0,561,2.99,1,0.0,0.0,8,6
4783,1430,313,5,4.99,118,11.99,1.0,0.0,1,10907,0.0,561,4.99,1,0.0,0.0,8,2
4784,324,72,6,2.99,93,12.99,0.0,0.0,2,11371,0.0,561,2.99,1,0.0,0.0,8,6
4785,3291,724,5,2.99,110,15.99,0.0,0.0,2,11402,0.0,561,2.99,1,0.0,0.0,8,7
4786,2163,467,6,0.99,181,10.99,1.0,0.0,2,12441,0.0,561,2.99,1,0.0,0.0,8,26
4787,2280,493,5,0.99,92,18.99,0.0,0.0,2,14139,0.0,561,0.99,1,0.0,0.0,8,22
4788,3133,688,6,0.99,61,12.99,0.0,0.0,2,15573,0.0,561,0.99,1,0.0,0.0,8,27
4789,4549,993,6,2.99,178,10.99,0.0,0.0,1,15946,0.0,561,2.99,1,0.0,0.0,8,28
4790,2443,533,4,2.99,98,21.99,0.0,0.0,1,10868,0.0,562,6.99,1,0.0,0.0,8,10
4791,865,190,5,4.99,172,23.99,0.0,0.0,2,12008,0.0,562,4.99,1,0.0,0.0,8,18
4792,2120,460,3,4.99,178,26.99,0.0,0.0,1,12248,0.0,562,5.99,1,0.0,0.0,8,22
4793,1420,311,4,0.99,72,14.99,0.0,0.0,1,13225,0.0,562,2.99,1,0.0,0.0,8,25
4795,2489,545,4,0.99,178,14.99,0.0,0.0,2,13639,0.0,562,0.99,1,0.0,0.0,8,23
4796,2182,471,7,2.99,84,23.99,0.0,0.0,2,15212,0.0,562,2.99,1,0.0,0.0,8,27
4797,4503,983,7,2.99,105,18.99,0.0,0.0,1,15475,0.0,562,2.99,1,0.0,0.0,8,23
4798,1112,247,3,0.99,47,19.99,1.0,0.0,1,15900,0.0,562,1.99,1,0.0,0.0,8,27
4799,2207,477,5,0.99,118,15.99,0.0,0.0,2,11829,0.0,563,0.99,1,0.0,0.0,8,19
4800,4404,963,5,0.99,78,12.99,0.0,0.0,1,12039,0.0,563,1.99,1,0.0,0.0,8,23
4801,672,147,5,0.99,101,16.99,0.0,0.0,1,12202,0.0,563,1.99,1,0.0,0.0,8,24
4802,2820,619,3,0.99,161,20.99,0.0,0.0,2,12832,0.0,563,2.99,1,0.0,0.0,8,24
4803,2417,527,4,4.99,85,24.99,0.0,0.0,2,13863,0.0,563,9.99,1,0.0,0.0,8,29
4804,2681,588,4,4.99,175,11.99,0.0,0.0,2,14592,0.0,563,4.99,1,0.0,0.0,8,22
4805,3130,688,6,0.99,61,12.99,0.0,0.0,2,15507,0.0,563,0.99,1,0.0,0.0,8,27
4806,3358,737,4,0.99,102,28.99,1.0,0.0,2,15638,0.0,563,3.99,1,0.0,0.0,8,30
4807,586,127,5,4.99,112,14.99,1.0,0.0,2,15850,0.0,563,4.99,1,0.0,0.0,8,27
4808,1288,285,3,0.99,51,18.99,0.0,0.0,1,10352,0.0,564,1.99,1,0.0,0.0,8,5
4809,1560,342,7,4.99,83,28.99,0.0,0.0,1,10401,0.0,564,4.99,1,0.0,0.0,8,2
4810,4401,962,7,2.99,85,18.99,0.0,0.0,1,10528,0.0,564,2.99,1,0.0,0.0,8,7
4811,1307,288,7,2.99,167,20.99,0.0,0.0,2,11768,0.0,564,2.99,1,0.0,0.0,8,23
4812,3687,806,4,2.99,137,25.99,0.0,0.0,2,12197,0.0,564,6.99,1,0.0,0.0,8,26
4813,3573,782,6,2.99,60,26.99,0.0,0.0,1,12617,0.0,564,2.99,1,0.0,0.0,8,24
4814,4349,948,6,0.99,139,22.99,0.0,0.0,2,13324,0.0,564,0.99,1,0.0,0.0,8,20
4815,1551,341,5,0.99,82,13.99,0.0,0.0,1,13558,0.0,564,0.99,1,0.0,0.0,8,24
4816,1643,358,5,0.99,163,29.99,0.0,0.0,2,13701,0.0,564,0.99,1,0.0,0.0,8,21
4817,3903,852,4,0.99,103,27.99,0.0,0.0,1,14439,0.0,564,5.99,1,0.0,0.0,8,30
4818,1399,306,3,0.99,104,12.99,0.0,0.0,1,14593,0.0,564,0.99,1,0.0,0.0,8,24
4819,4079,889,3,4.99,111,28.99,0.0,0.0,1,15059,0.0,564,8.99,1,0.0,0.0,8,29
4821,3388,744,4,0.99,89,23.99,0.0,0.0,1,10913,0.0,565,3.99,1,0.0,0.0,8,9
4822,729,159,5,4.99,58,12.99,0.0,0.0,2,11189,0.0,565,6.99,1,0.0,0.0,8,9
